Technopedia: Hardware Procurement,HW Lic Type,0.63,No Issue
Technopedia: Hardware Procurement,HW Lic Metrics,4.25,No Issue
Technopedia: Hardware Procurement,HW Lic Unit Pack,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Unit Count Min,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Unit Count Max,0.57,No Issue
Technopedia: Hardware Procurement,HW Lic Term,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Other Terms,5.3,No Issue
Technopedia: Hardware Procurement,HW Lic Period Unit,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Period Value,4.78,No Issue
Technopedia: Hardware Procurement,HW Lic Maintenance Period Unit,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Maintenance Period Value,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Vendor Product Name,4.77,No Issue
Technopedia: Hardware Procurement,HW Lic Vendor Unit Measure,9.05,No Issue
Technopedia: Hardware Procurement,HW Product Description,4.8,No Issue
Technopedia: Hardware Procurement,HW Long Description,0.05,No Issue
Technopedia: Hardware Procurement,HW Picture URL,0.05,No Issue
Technopedia: Hardware Procurement,HW CutSheet URL,0.05,No Issue
Technopedia: Hardware Procurement,HW Installation Guide URL,0.57,No Issue
Technopedia: Hardware Procurement,HW Lic Installed RAM,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Installed RAM Unit,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Maximum RAM,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Maximum RAM Unit,0.03,No Issue
Technopedia: Hardware Procurement,HW Lic RAM Specification,7.43,No Issue
Technopedia: Hardware Procurement,HW Lic RAM Technology,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic RAM Speed,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Storage Capacity,0.06,No Issue
Technopedia: Hardware Procurement,HW Lic Storage Unit,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Hard Drive Interface,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Network Type,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Data Link Protocol,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Optical Drive,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Graphics Card,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic Interface Ports,0.06,No Issue
Technopedia: Hardware Procurement,HW Lic Monitor Resolution Length,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Monitor Resolution Width,0.59,No Issue
Technopedia: Hardware Procurement,HW Lic Processor Type,0.06,No Issue
Technopedia: Hardware Procurement,HW Lic Processor Speed,4.81,No Issue
Technopedia: Hardware Procurement,HW Lic Processor Installed Quantity,0.57,No Issue
Technopedia: Hardware Procurement,HW Lic Processor Max Supported,0.04,No Issue
Technopedia: Hardware Procurement,HW Lic CPU Manufacturer,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic CPU Model,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Input Voltage,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Input Voltage Unit,0.56,No Issue
Technopedia: Hardware Procurement,HW Lic Input Voltage Range,0.06,No Issue
Technopedia: Hardware Procurement,HW Lic Input Frequency,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Output Voltage,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Output Voltage Unit,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Outlets,4.79,No Issue
Technopedia: Hardware Procurement,HW Lic Power Provided,0.05,No Issue
Technopedia: Hardware Procurement,HW Lic Addl HW Manufacturer,0.57,No Issue
Technopedia: Hardware Procurement,HW Lic Addl HW Product,0.55,No Issue
Technopedia: Hardware Procurement,HW Lic Addl SW Manufacturer,0.55,No Issue
Technopedia: Hardware Procurement,HW Lic Addl SW Product,0.57,No Issue
Technopedia: Hardware Procurement,PRI Is Private?,0.05,No Data
Technopedia: Hardware Procurement,PRI Type,0.05,No Data
Technopedia: Hardware Procurement,PRI Table,0.05,No Data
Technopedia: Hardware Procurement,PRI Attribute,0.06,No Data
Technopedia: Hardware Procurement,Manufacturer Name,0.04,No Issue
Technopedia: Hardware Procurement,Product Name,0.05,No Issue
Technopedia: Hardware Procurement,Supported OS,0.04,No Issue
Technopedia: Hardware Procurement,Last Supported Date,0.03,No Issue
Technopedia: Hardware Procurement,Energy Star,0.6,No Issue
Technopedia: Hardware Procurement,EPEAT,0.03,No Issue
Technopedia: Hardware Procurement,AC Power AVG,0.03,No Issue
Technopedia: Hardware Procurement,AC AVG UNIT,0.04,No Issue
Technopedia: Hardware Procurement,AC Power Max,0.05,No Issue
Technopedia: Hardware Procurement,AC MAX Unit,0.58,No Issue
Technopedia: Hardware Procurement,Managed by,0.05,No Issue
Technopedia: Hardware Procurement,HW Product Count_measure,2.17,No Issue
Technopedia: Hardware Procurement,HW Model Count_measure,1.62,No Issue
Technopedia: Hardware Procurement,HW Mfr Min List Price_measure,6.38,No Issue
Technopedia: Hardware Procurement,HW Mfr Max List Price_measure,2.72,No Issue
Technopedia: Hardware Procurement,HW Mfr Min Actual Price_measure,2.14,No Issue
Technopedia: Hardware Procurement,HW Mfr Max Actual Price_measure,2.16,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Hardware Security,HW Vertical,0.06,No Issue
Technopedia: Hardware Security,HW Category,10.61,No Issue
Technopedia: Hardware Security,HW Subcategory,10.08,No Issue
Technopedia: Hardware Security,HW Vendor Category,14.78,No Issue
Technopedia: Hardware Security,HW Manufacturer,12.7,No Issue
Technopedia: Hardware Security,HW Product,26.42,No Issue
Technopedia: Hardware Security,HW Model,180.0,Time out
Technopedia: Hardware Security,HW Supported OS,16.96,No Issue
Technopedia: Hardware Security,HW Max CPU sockets,10.06,No Issue
Technopedia: Hardware Security,HW Profile,1.62,No Issue
Technopedia: Hardware Security,HW Is Supported? (calc.),10.09,No Issue
Technopedia: Hardware Security,HW Supported Reason (calc.),10.06,No Issue
Technopedia: Hardware Security,HW EOL Year (calc.),12.15,No Issue
Technopedia: Hardware Security,HW EOL Quarter (calc.),10.09,No Issue
Technopedia: Hardware Security,HW EOL Month (calc.),10.1,No Issue
Technopedia: Hardware Security,HW EOL Date (calc.),13.77,No Issue
Technopedia: Hardware Security,HW CPE Definition,0.57,No Issue
Technopedia: Hardware Security,HW CPE Part,0.03,No Issue
Technopedia: Hardware Security,HW CPE Vendor,0.55,No Issue
Technopedia: Hardware Security,HW CPE Product,0.55,No Issue
Technopedia: Hardware Security,HW CPE Edition,0.57,No Issue
Technopedia: Hardware Security,HW CPE URI,0.55,No Issue
Technopedia: Hardware Security,HW CPE CVSS Max Score,6.36,No Issue
Technopedia: Hardware Security,HW CPE CVSS Max Severity,0.04,No Issue
Technopedia: Hardware Security,HW CVE Count,0.03,No Issue
Technopedia: Hardware Security,HW CVE CVSS Severity,0.56,No Issue
Technopedia: Hardware Security,HW CVE CVSS Score,0.03,No Issue
Technopedia: Hardware Security,PRI Is Private?,0.06,No Data
Technopedia: Hardware Security,PRI Type,0.57,No Data
Technopedia: Hardware Security,PRI Table,0.05,No Data
Technopedia: Hardware Security,PRI Attribute,0.05,No Data
Technopedia: Hardware Security,Manufacturer Name,0.03,No Issue
Technopedia: Hardware Security,Product Name,0.04,No Issue
Technopedia: Hardware Security,Supported OS,5.32,No Issue
Technopedia: Hardware Security,Last Supported Date,0.03,No Issue
Technopedia: Hardware Security,Energy Star,0.03,No Issue
Technopedia: Hardware Security,EPEAT,0.03,No Issue
Technopedia: Hardware Security,AC Power AVG,0.03,No Issue
Technopedia: Hardware Security,AC AVG UNIT,0.03,No Issue
Technopedia: Hardware Security,AC Power Max,0.57,No Issue
Technopedia: Hardware Security,AC MAX Unit,0.03,No Issue
Technopedia: Hardware Security,Managed by,0.04,No Issue
Technopedia: Hardware Security,HW Count_measure,6.37,No Issue
Technopedia: Hardware Security,HW CVE Count_measure,1.12,No Issue
Technopedia: Hardware Security,HW Max CVSS Score_measure,0.56,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Manufacturer,MFR Tier,0.06,No Issue
Technopedia: Manufacturer,MFR Name (1),1.11,No Issue
Technopedia: Manufacturer,MFR Legal,0.04,No Issue
Technopedia: Manufacturer,MFR Description,0.83,No Issue
Technopedia: Manufacturer,MFR Also known as,0.59,No Issue
Technopedia: Manufacturer,MFR Is Publicly traded?,0.57,No Issue
Technopedia: Manufacturer,MFR Symbol,0.55,No Issue
Technopedia: Manufacturer,MFR Revenue (million US$),0.55,No Issue
Technopedia: Manufacturer,MFR Revenue date,0.56,No Issue
Technopedia: Manufacturer,MFR Profits per year (million US$),0.57,No Issue
Technopedia: Manufacturer,MFR Profits date,0.04,No Issue
Technopedia: Manufacturer,MFR Employees,0.58,No Issue
Technopedia: Manufacturer,MFR Employees date,0.05,No Issue
Technopedia: Manufacturer,MFR Fiscal end date,0.57,No Issue
Technopedia: Manufacturer,MFR Country,0.57,No Issue
Technopedia: Manufacturer,MFR State,0.55,No Issue
Technopedia: Manufacturer,MFR Zip,0.56,No Issue
Technopedia: Manufacturer,MFR City,0.57,No Issue
Technopedia: Manufacturer,MFR Street,0.55,No Issue
Technopedia: Manufacturer,MFR Phone,0.55,No Issue
Technopedia: Manufacturer,MFR Fax,0.55,No Issue
Technopedia: Manufacturer,MFR Email,0.55,No Issue
Technopedia: Manufacturer,MFR Website,1.6,No Issue
Technopedia: Manufacturer,MFR Is Owned/Acquired?,0.56,No Issue
Technopedia: Manufacturer,MFR Owner (1),0.55,No Issue
Technopedia: Manufacturer,MFR Date acquired,0.55,No Issue
Technopedia: Manufacturer,IND Industry tag ID,1.08,No Issue
Technopedia: Manufacturer,IND Industry tag,0.05,No Issue
Technopedia: Manufacturer,IND Industry codes ID,0.56,No Issue
Technopedia: Manufacturer,IND Code source,0.56,No Issue
Technopedia: Manufacturer,IND Code number,0.55,No Issue
Technopedia: Manufacturer,IND Code title,0.55,No Issue
Technopedia: Manufacturer,TAX Type,0.55,No Issue
Technopedia: Manufacturer,TAX Group,0.04,No Issue
Technopedia: Manufacturer,TAX Category,0.59,No Issue
Technopedia: Manufacturer,TAX Category Description,0.04,No Issue
Technopedia: Manufacturer,TAX Subcategory,0.56,No Issue
Technopedia: Manufacturer,TAX Subcategory Description,0.56,No Issue
Technopedia: Manufacturer,PRI Is Private?,0.05,No Data
Technopedia: Manufacturer,PRI Type,0.05,No Data
Technopedia: Manufacturer,PRI Table,0.04,No Data
Technopedia: Manufacturer,PRI Attribute,0.57,No Data
Technopedia: Manufacturer,Contact,0.56,No Issue
Technopedia: Manufacturer,Expiration Date,0.56,No Issue
Technopedia: Manufacturer,HW Model Count_measure,38.32,No Issue
Technopedia: Manufacturer,SW Release Count_measure,38.18,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Medical Devices,HW Vertical,6.47,No Issue
Technopedia: Medical Devices,HW Category,1.09,No Issue
Technopedia: Medical Devices,HW Subcategory,0.08,No Issue
Technopedia: Medical Devices,HW Vendor Category,0.05,No Issue
Technopedia: Medical Devices,HW Manufacturer,0.57,No Issue
Technopedia: Medical Devices,HW Product,8.0,No Issue
Technopedia: Medical Devices,HW Model,14.85,No Issue
Technopedia: Medical Devices,HW Supported OS,0.57,No Issue
Technopedia: Medical Devices,HW Max CPU sockets,0.06,No Issue
Technopedia: Medical Devices,UMDNS Device Code,1.1,No Issue
Technopedia: Medical Devices,UMDNS Device Description,8.5,No Issue
Technopedia: Medical Devices,UMDNS Definition,5.88,No Issue
Technopedia: Medical Devices,UMDNS Level,0.63,No Issue
Technopedia: Medical Devices,GMDN Code,5.91,No Issue
Technopedia: Medical Devices,GMDN Preferred Term,0.57,No Issue
Technopedia: Medical Devices,GMDN Definition,9.27,No Issue
Technopedia: Medical Devices,GMDN Level,0.06,No Issue
Technopedia: Medical Devices,Primary DI Number,12.75,No Issue
Technopedia: Medical Devices,Device Count,0.04,No Issue
Technopedia: Medical Devices,Package DI Number,0.08,No Issue
Technopedia: Medical Devices,Quantity per Package,5.33,No Issue
Technopedia: Medical Devices,Unit Of Use DI Number,0.06,No Issue
Technopedia: Medical Devices,GUDID URL,5.34,No Issue
Technopedia: Medical Devices,Device Record Status,0.57,No Issue
Technopedia: Medical Devices,DI Record Publish Date,0.6,No Issue
Technopedia: Medical Devices,Commercial Distribute End Date,5.87,No Issue
Technopedia: Medical Devices,Commercial Distribute Status,0.06,No Issue
Technopedia: Medical Devices,Device Type,0.07,No Issue
Technopedia: Medical Devices,Issuing Agency,0.04,No Issue
Technopedia: Medical Devices,Brand Name,0.7,No Issue
Technopedia: Medical Devices,Version or Model,0.55,No Issue
Technopedia: Medical Devices,Catalog Number,0.55,No Issue
Technopedia: Medical Devices,Company Name,0.6,No Issue
Technopedia: Medical Devices,Device Description,0.55,No Issue
Technopedia: Medical Devices,DME Exempt,0.56,No Issue
Technopedia: Medical Devices,Pre-Market Exempt,0.03,No Issue
Technopedia: Medical Devices,Device HCTP,0.03,No Issue
Technopedia: Medical Devices,Device Kit,0.04,No Issue
Technopedia: Medical Devices,Device Combination Product,0.04,No Issue
Technopedia: Medical Devices,Single Use,0.04,No Issue
Technopedia: Medical Devices,Log Batch,5.86,No Issue
Technopedia: Medical Devices,Serial Number,0.04,No Issue
Technopedia: Medical Devices,Manufacturer Date,0.05,No Issue
Technopedia: Medical Devices,Expiration Date,4.79,No Issue
Technopedia: Medical Devices,Donation ID Number,0.06,No Issue
Technopedia: Medical Devices,Labeled Contains NRL,0.05,No Issue
Technopedia: Medical Devices,Labeled Contains No-NRL,5.31,No Issue
Technopedia: Medical Devices,MRI Safety Status,0.06,No Issue
Technopedia: Medical Devices,Prescription Use (Rx),0.56,No Issue
Technopedia: Medical Devices,OTC,0.04,No Issue
Technopedia: Medical Devices,Phone,8.49,No Issue
Technopedia: Medical Devices,Email,0.61,No Issue
Technopedia: Medical Devices,Device Packaged as Sterile,0.04,No Issue
Technopedia: Medical Devices,Requires Sterilization Prior to Use,8.51,No Issue
Technopedia: Medical Devices,Sterilization Method,0.06,No Issue
Technopedia: Medical Devices,FDA Product Class,0.57,No Issue
Technopedia: Medical Devices,FDA Product Approved Date,9.0,No Issue
Technopedia: Medical Devices,FDA Product Code,0.56,No Issue
Technopedia: Medical Devices,FDA Product Code Name,6.62,No Issue
Technopedia: Medical Devices,FDA Level,0.57,No Issue
Technopedia: Medical Devices,FDA Recall Class,1.1,No Issue
Technopedia: Medical Devices,FDA Recall Event ID,0.56,No Issue
Technopedia: Medical Devices,FDA Recall Number,0.55,No Issue
Technopedia: Medical Devices,FDA Recall Posted Date,0.59,No Issue
Technopedia: Medical Devices,FDA Recall URL,0.81,No Issue
Technopedia: Medical Devices,FDA Reason for Recall,5.12,No Issue
Technopedia: Medical Devices,FDA Recall Code Info Type,0.57,No Issue
Technopedia: Medical Devices,FDA Recall Code Info Min,7.97,No Issue
Technopedia: Medical Devices,FDA Recall Code Info Max,0.06,No Issue
Technopedia: Medical Devices,FDA Recall Code Info Group,0.05,No Issue
Technopedia: Medical Devices,Mfr Recall Initiation Date,13.41,No Issue
Technopedia: Medical Devices,Mfr Recall URL,0.83,No Issue
Technopedia: Medical Devices,Mfr Recall Reason,8.19,No Issue
Technopedia: Medical Devices,Mfr Recall Code Info Type,0.57,No Issue
Technopedia: Medical Devices,Mfr Recall Code Info Min,5.86,No Issue
Technopedia: Medical Devices,Mfr Recall Code Info Max,0.06,No Issue
Technopedia: Medical Devices,Mfr Recall Code Info Group,0.03,No Issue
Technopedia: Medical Devices,HW Is Supported? (calc.),9.03,No Issue
Technopedia: Medical Devices,HW Supported Reason (calc.),0.06,No Issue
Technopedia: Medical Devices,HW EOL Year (calc.),0.06,No Issue
Technopedia: Medical Devices,HW EOL Quarter (calc.),8.48,No Issue
Technopedia: Medical Devices,HW EOL Date (calc.),0.58,No Issue
Technopedia: Medical Devices,HW EOL Month (calc.),0.58,No Issue
Technopedia: Medical Devices,HW Intro Year,0.06,No Issue
Technopedia: Medical Devices,HW Intro Quarter,0.04,No Issue
Technopedia: Medical Devices,HW Intro Month,0.61,No Issue
Technopedia: Medical Devices,HW Intro Date,0.57,No Issue
Technopedia: Medical Devices,HW Intro Exception,0.05,No Issue
Technopedia: Medical Devices,HW Intro Range (Start),0.04,No Issue
Technopedia: Medical Devices,HW Intro Range (End),0.05,No Issue
Technopedia: Medical Devices,HW GA Year,0.05,No Issue
Technopedia: Medical Devices,HW GA Quarter,0.07,No Issue
Technopedia: Medical Devices,HW GA Month,0.62,No Issue
Technopedia: Medical Devices,HW GA Date,0.63,No Issue
Technopedia: Medical Devices,HW GA Exception,4.8,No Issue
Technopedia: Medical Devices,HW GA Range (Start),0.06,No Issue
Technopedia: Medical Devices,HW GA Range (End),0.58,No Issue
Technopedia: Medical Devices,HW LastAvail Year,5.35,No Issue
Technopedia: Medical Devices,HW LastAvail Quarter,0.58,No Issue
Technopedia: Medical Devices,HW LastAvail Month,0.08,No Issue
Technopedia: Medical Devices,HW LastAvail Date,0.08,No Issue
Technopedia: Medical Devices,HW LastAvail Exception,0.56,No Issue
Technopedia: Medical Devices,HW LastAvail Range (Start),0.05,No Issue
Technopedia: Medical Devices,HW LastAvail Range (End),0.05,No Issue
Technopedia: Medical Devices,HW OBS Year,0.62,No Issue
Technopedia: Medical Devices,HW OBS Quarter,0.07,No Issue
Technopedia: Medical Devices,HW OBS Month,0.05,No Issue
Technopedia: Medical Devices,HW OBS Date,0.05,No Issue
Technopedia: Medical Devices,HW OBS Exception,0.05,No Issue
Technopedia: Medical Devices,HW OBS Range (Start),0.05,No Issue
Technopedia: Medical Devices,HW OBS Range (End),0.57,No Issue
Technopedia: Medical Devices,HW Currency Code,0.58,No Issue
Technopedia: Medical Devices,HW Minimum price,12.19,No Issue
Technopedia: Medical Devices,HW Average price,4.8,No Issue
Technopedia: Medical Devices,HW Maximum price,0.59,No Issue
Technopedia: Medical Devices,HW Profile,0.58,No Issue
Technopedia: Medical Devices,HW Mounting,0.59,No Issue
Technopedia: Medical Devices,HW Min Depth (in),0.57,No Issue
Technopedia: Medical Devices,HW Max Depth (in),4.79,No Issue
Technopedia: Medical Devices,HW Min Height (in),0.58,No Issue
Technopedia: Medical Devices,HW Max Height (in),0.56,No Issue
Technopedia: Medical Devices,HW Min Width (in),0.7,No Issue
Technopedia: Medical Devices,HW Max Width (in),0.56,No Issue
Technopedia: Medical Devices,HW Min Weight (lbs),5.87,No Issue
Technopedia: Medical Devices,HW Max Weight (lbs),0.57,No Issue
Technopedia: Medical Devices,HW Diameter (in),11.16,No Issue
Technopedia: Medical Devices,HW Minimum Room Size (sq ft),6.39,No Issue
Technopedia: Medical Devices,HW Bore Size (in),0.06,No Issue
Technopedia: Medical Devices,HW Volume (cc),0.06,No Issue
Technopedia: Medical Devices,HW Is Energy Star?,0.57,No Issue
Technopedia: Medical Devices,HW EPEAT Rating,0.03,No Issue
Technopedia: Medical Devices,HW Power Type,0.06,No Issue
Technopedia: Medical Devices,HW Power (W),0.07,No Issue
Technopedia: Medical Devices,HW Power Rating,0.05,No Issue
Technopedia: Medical Devices,HW AC Power Avg,5.33,No Issue
Technopedia: Medical Devices,HW AC Avg Unit,0.56,No Issue
Technopedia: Medical Devices,HW AC Power Max,0.62,No Issue
Technopedia: Medical Devices,HW AC Max Unit,5.87,No Issue
Technopedia: Medical Devices,HW AC Phase,0.06,No Issue
Technopedia: Medical Devices,HW AC Heat Diss Avg,0.07,No Issue
Technopedia: Medical Devices,HW AC Heat Diss Max,0.58,No Issue
Technopedia: Medical Devices,HW AC Input Low Voltage Min,0.06,No Issue
Technopedia: Medical Devices,HW AC Input Low Voltage Max,0.59,No Issue
Technopedia: Medical Devices,HW AC Input Low Current Min,8.66,No Issue
Technopedia: Medical Devices,HW AC Input Low Current Max,0.61,No Issue
Technopedia: Medical Devices,HW AC Input High Voltage Min,0.06,No Issue
Technopedia: Medical Devices,HW AC Input High Voltage Max,0.57,No Issue
Technopedia: Medical Devices,HW AC Input High Current Min,0.05,No Issue
Technopedia: Medical Devices,HW AC Input High Current Max,0.05,No Issue
Technopedia: Medical Devices,HW AC Frequency Min,0.55,No Issue
Technopedia: Medical Devices,HW AC Frequency Max,0.04,No Issue
Technopedia: Medical Devices,HW DC Power Avg,0.05,No Issue
Technopedia: Medical Devices,HW DC Power Max,0.06,No Issue
Technopedia: Medical Devices,HW DC Heat Diss Avg,0.05,No Issue
Technopedia: Medical Devices,HW DC Heat Diss Max,9.06,No Issue
Technopedia: Medical Devices,HW DC Low Voltage,5.88,No Issue
Technopedia: Medical Devices,HW DC Low Current,0.06,No Issue
Technopedia: Medical Devices,HW DC High Voltage,0.05,No Issue
Technopedia: Medical Devices,HW DC High Current,0.04,No Issue
Technopedia: Medical Devices,HW Min Operating Temp,0.06,No Issue
Technopedia: Medical Devices,HW Max Operating Temp,0.07,No Issue
Technopedia: Medical Devices,HW Min Non-Operating Temp,0.61,No Issue
Technopedia: Medical Devices,HW Max Non-Operating Temp,0.05,No Issue
Technopedia: Medical Devices,HW Min Operating Humidity,8.01,No Issue
Technopedia: Medical Devices,HW Max Operating Humidity,0.05,No Issue
Technopedia: Medical Devices,HW Min Non-Operating Humidity,0.05,No Issue
Technopedia: Medical Devices,HW Max Non-Operating Humidity,5.33,No Issue
Technopedia: Medical Devices,HW Dedicated Circuit,0.06,No Issue
Technopedia: Medical Devices,HW Plug Type (NEMA),0.59,No Issue
Technopedia: Medical Devices,HW Battery Life (hours),4.81,No Issue
Technopedia: Medical Devices,HW Battery Type,0.59,No Issue
Technopedia: Medical Devices,HW Emergency Power,0.05,No Issue
Technopedia: Medical Devices,HW Connectivity,8.0,No Issue
Technopedia: Medical Devices,HW Connectivity Type,0.06,No Issue
Technopedia: Medical Devices,HW Connectivity Standard,0.06,No Issue
Technopedia: Medical Devices,HW Connectivity Standard Version,5.88,No Issue
Technopedia: Medical Devices,HW Biomed,0.56,No Issue
Technopedia: Medical Devices,HW Certification,0.58,No Issue
Technopedia: Medical Devices,HW Compressed Air,0.03,No Issue
Technopedia: Medical Devices,HW Data Line Required,0.05,No Issue
Technopedia: Medical Devices,HW Drain,7.99,No Issue
Technopedia: Medical Devices,HW Exhaust,0.07,No Issue
Technopedia: Medical Devices,HW Phone Line,0.06,No Issue
Technopedia: Medical Devices,HW Steam,10.65,No Issue
Technopedia: Medical Devices,HW Vacuum,0.56,No Issue
Technopedia: Medical Devices,HW Water,0.06,No Issue
Technopedia: Medical Devices,MDS2 Document ID,0.57,No Issue
Technopedia: Medical Devices,MDS2 Document Date,0.07,No Issue
Technopedia: Medical Devices,MDS2 Document URL,0.63,No Issue
Technopedia: Medical Devices,MDS2 Company Name,5.34,No Issue
Technopedia: Medical Devices,MDS2 Representative,0.1,No Issue
Technopedia: Medical Devices,MDS2 Manufacturer Contact,0.09,No Issue
Technopedia: Medical Devices,MDS2 Device Intended Use,0.07,No Issue
Technopedia: Medical Devices,MDS2 NEMA Version,0.05,No Issue
Technopedia: Medical Devices,MDS2 Notes Available,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Management,0.04,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - Demographic,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - Medical Record,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - Diagnostic/therapeutic,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - User-entered Text,0.04,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - Biometric Data,0.06,No Issue
Technopedia: Medical Devices,MDS2 Private Data Type - Personal Financial,0.06,No Issue
Technopedia: Medical Devices,MDS2 Private Data Maintenance - Temporary memory,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Maintenance - Persistent Local Media,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Maintenance - Import/Export,0.06,No Issue
Technopedia: Medical Devices,MDS2 Private Data Maintenance - Power Interruption,0.04,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Display,0.04,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Hardcopy,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Removable Media,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Cable,8.59,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Wired Network,0.07,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Wireless Network,0.05,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Scanning,4.85,No Issue
Technopedia: Medical Devices,MDS2 Private Data Transmission - Other,0.05,No Issue
Technopedia: Medical Devices,MDS2 Automatic Logoff - Inactivity Lock,0.07,No Issue
Technopedia: Medical Devices,MDS2 Automatic Logoff - Inactivity Length Configurable,0.58,No Issue
Technopedia: Medical Devices,MDS2 Automatic Logoff - Manual Lock,0.05,No Issue
Technopedia: Medical Devices,MDS2 Audit Control - Audit Trail,0.06,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Login/Logout,8.58,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Data Display,0.07,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Data Changes,0.6,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Data Import/Export,0.57,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Data Transmission,0.04,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Remote Activity,0.04,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Type - Other,0.05,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Identifier - User ID,0.05,No Issue
Technopedia: Medical Devices,MDS2 Audit Control Identifier - Date/Time,0.05,No Issue
Technopedia: Medical Devices,MDS2 Authorization - Unauthorized User Prevention,0.07,No Issue
Technopedia: Medical Devices,MDS2 Authorization - Role-Based Privileges,0.04,No Issue
Technopedia: Medical Devices,MDS2 Authorization - Admin Privilege,0.04,No Issue
Technopedia: Medical Devices,MDS2 Security Configuration - Configurable,0.04,No Issue
Technopedia: Medical Devices,MDS2 Product Upgrades - OS and Security Patches,0.06,No Issue
Technopedia: Medical Devices,MDS2 Product Upgrades - Remote Patches,0.05,No Issue
Technopedia: Medical Devices,MDS2 Data De-Identify Capability,0.6,No Issue
Technopedia: Medical Devices,MDS2 Data backup Capability,0.03,No Issue
Technopedia: Medical Devices,MDS2 Emergency Access Feature,0.05,No Issue
Technopedia: Medical Devices,MDS2 Data Integrity - Error Detection/Correction Technology,0.56,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection Support,0.05,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection - User Configurable,0.05,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection - Notification,0.03,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection - Manufacturer-Authorized Repair Only,0.05,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection - Owner Install/Update,8.04,No Issue
Technopedia: Medical Devices,MDS2 Malware Protection - Owner Virus Definition Update,0.06,No Issue
Technopedia: Medical Devices,MDS2 Node Authentication Support,0.07,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Single User,5.36,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Multi User,0.05,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - External Authentication Service,0.58,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Unsuccessful Logon Attempts Lock,0.06,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Change Default Password,0.05,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Shared User ID,0.05,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Password Complexity Rules,8.04,No Issue
Technopedia: Medical Devices,MDS2 Person Authentication - Password Expiration,0.05,No Issue
